,Compoundid,phytochemical
3029,[],lycobscurine B
3030,[],lycobscurine C
3031,[Compound(44511345)],serratezomine D
3032,[Compound(122216452)],serratezomine E
3033,[],"(+)-3?,6?-diacetyl-bulbispermine"
3034,[],(+)-3?-hydroxy-6?-acetyl- bulbispermine
3035,[],(+)-3?-methoxy- 6?-acetylbulbispermine
3036,[],"(+)-5,6-dehydrolycorine"
3037,[],"(+)-8,9-methylenedioxylhomolycorine-N-oxide"
3038,[],(+)-homolycorine- N-oxide
3039,[],"5,6-dihydro-5- methyl-2-hydroxyphenanthridine"
3040,[],6-O-methylpretazettine
3041,[],9-O-demethylhomolycorine N-oxide
3042,[Compound(70693230)],apohaemanthamine
3043,[Compound(441593)],haemanthamine
3044,[Compound(160473)],homolycorine
3045,[],incartine
3046,[Compound(188957)],ismine
3047,[],lycoranines A
3048,[],lycoranines B
3049,[Compound(160472)],lycorenine
3050,[Compound(443730)],O-methyllycorenine
3051,[],radiatine
3052,"[Compound(5321780), Compound(271607), Compound(443682), Compound(11873227), Compound(201459)]",tazettine
3053,[Compound(159646)],ungeremine
3054,[Compound(443693)],vittatine
3055,[],2-(4-hydroxyphenyl)-1-nitroethane
3056,[Compound(487892)],lysichitalexin
3057,[],"2, 4, 6-trihydroxy acetophenone-2-O-glucopyranoside"
3058,[],2-hydroxynaringenin-4'-O-glucopyranoside
3059,[Compound(5318999)],licochalcone B
3060,[Compound(10076238)],liquiritin apioside
3061,[Compound(5319562)],methyl-p-coumarate
3062,[Compound(5281673)],myricetrin
3063,[],naringenin 7-O-glucopyranoside
3064,[],"quercetin-3, 3'-di- O-alpha-L-rhamnoside"
3065,[Compound(5280459)],quercitrin
3066,[Compound(5280805)],rutin
3067,[],tetrahydroxymethoxy chalcone
3068,[Compound(10045178)],vaccihein A
3069,[],macagigantin
3070,[Compound(9866908)],broussoflavonol F
3071,[],diisoprenylaromadendrin
3072,[Compound(5481963)],glyasperin A
3073,[],macarecurvatin A
3074,[],macarecurvatin B
3075,[],macarhizinoidin A
3076,[],macarhizinoidin B
3077,[],methyl 4-isoprenyloxycinnamate
3078,[Compound(42642845)],macaranone A
3079,[Compound(42642846)],macaranone B
3080,[Compound(42642844)],macaranone C
3081,[Compound(42642884)],macaranone D
3082,"[Compound(6442554), Compound(12305533), Compound(21589922), Compound(73808214), Compound(146157899)]",kolavenol
3083,[Compound(25159226)],macaflavanone A
3084,[Compound(25159227)],macaflavanone B
3085,[Compound(25155069)],macaflavanone C
3086,[],macaflavanone D
3087,[],macaflavanone E
3088,[Compound(25155066)],macaflavanone F
3089,[Compound(25155335)],macaflavanone G
3090,[Compound(10323393)],nymphaeol C
3091,[Compound(11398079)],tanariflavanone C
3092,[Compound(11247668)],tanariflavanone D
3093,[Compound(101740297)],tanarifuranonol
3094,[Compound(5324654)],"5,7-dihydroxycoumarin"
3095,[Compound(15341467)],"6-farnesyl-3',4',5,7-tetrahydroxyflavanone"
3096,[],6-prenyl-3'-methoxyeriodictyol
3097,[],malaysianone A
3098,[Compound(10387631)],nymphaeol B
3099,[Compound(10323393)],nymphaeol C
3100,[Compound(5280460)],scopoletin
3101,[],Glucosinolates
3102,[Compound(17100)],alpha-Terpineol
3103,[Compound(2758)],Eucalyptol
3104,[],P-pinene
3105,[Compound(5321564)],surangin B
3106,[Compound(5281635)],"1,3,7-trihydroxyxanthone"
3107,[Compound(71307364)],"1,6,7-trihydroxyxanthone"
3108,[Compound(5281636)],"1,7-dihydroxy-3-methoxyxanthone"
3109,[Compound(5281631)],"1,7-dihydroxyxanthone"
3110,[],"1,7-dimethoxy-6-hydroxyxanthone"
3111,[Compound(15267570)],"1,7-dimethoxyxanthone"
3112,[],7-hydroxy-1-methoxyxanthone
3113,[Compound(11682563)],siamenol A
3114,[Compound(11531228)],siamenol B
3115,[Compound(11574976)],siamenol C
3116,[Compound(11589499)],siamenol D
3117,[],surangin D
3118,[],Surangins B
3119,[],surangins C
3120,[Compound(10023167)],theraphin B
3121,[Compound(9977572)],theraphin C
3122,[],alkaloids
3123,"[Compound(5490064), Compound(12308704), Compound(44144273)]",avicularin
3124,[Compound(370)],gallic acid
3125,[Compound(10469)],hexacosanoic acid
3126,[Compound(5280863)],kaempferol
3127,[Compound(5280343)],quercetin
3128,[Compound(1017)],"1,2-Benzenedicarboxylic acid"
3129,[Compound(33934)],"1,2-Benzenedicarboxylic acid, diisooctyl ester"
3130,[],"3, 7, 11, 15-Tetramethyl-2-hexadecen-1-o"
3131,[],"Cholest-5-en-3-ol, 24-propylidene-3, (3?)"
3132,[Compound(519146)],"Eicosane, 2-methyl"
3133,[Compound(11636)],Heptacosane
3134,[],"Nonadecane, 2-methyl"
3135,"[Compound(5280435), Compound(5366244), Compound(145386), Compound(5320547), Compound(9018)]",Phytol
3136,[Compound(638072)],Squalene
3137,[Compound(5280794)],Stigmasterol
3138,[],?-Sitosterol
3139,[],apigenin 7--beta-D-glucopyranoside
3140,[Compound(5280445)],luteolin
3141,[],luteolin 3'-O-beta-D-glucuronopyranoside
3142,[],luteolin 7--beta-D-glucopyranoside
3143,[],luteolin 7-O-beta-D-glucopyranoside-3'-Obeta-D-glucuronopyranoside
3144,[Compound(5280601)],luteolin 7-O-beta-D-glucuronopyranoside
3145,[],Demethyltenuicausine
3146,[Compound(44626771)],melodinine A
3147,[Compound(44626772)],melodinine B
3148,[],melodinine C
3149,[Compound(44626859)],melodinine D
3150,[Compound(44626860)],melodinine E
3151,[Compound(44626861)],melodinine F
3152,[Compound(44626862)],melodinine G
3153,[],melodinine J
3154,[Compound(57333043)],melodinine M
3155,[Compound(57333044)],melodinine N
3156,[Compound(57333045)],melodinine O
3157,[Compound(57333046)],melodinine P
3158,[Compound(57333161)],melodinine Q
3159,[Compound(57333162)],melodinine R
3160,[Compound(57333163)],melodinine S
3161,[Compound(101564033)],melodinine T
3162,[Compound(101564034)],melodinine U
3163,[Compound(102131369)],melosuavine A
3164,[Compound(102131370)],melosuavine B
3165,[],melosuavine C
3166,[],melosuavine D
3167,[Compound(134716674)],melosuavine E
3168,[],melosuavine F
3169,[],melosuavine G
3170,[],melosuavine H
3171,[Compound(102595414)],tenuicausine
3172,[],melodinine H
3173,[Compound(101518617)],melodinine I
3174,[],melodinine J
3175,[Compound(46850181)],melodinine K
3176,[Compound(46850182)],melodinine L
3177,[Compound(5281654)],isorhamnetin
3178,[],isorhamnetin-3-O-alpha-L-rhamnopyranoside
3179,[Compound(5318645)],isorhamnetin-3-O-beta-D-glucopyranoside
3180,[Compound(5481663)],isorhamnetin-3-O-rutinoside
3181,[Compound(5280863)],kaempferol
3182,"[Compound(5316673), Compound(135398081)]",kaempferol-3-O-alpha-L-rhamnopyranoside
3183,[],kaempferol-3-O-beta-D-glucopyranoside
3184,[Compound(5318767)],kaempferol-3-O-rutinoside
3185,[Compound(5280343)],quercetin
3186,[Compound(6325794)],quercetin-3-O-alpha-L-rhamnopyranoside
3187,[],quercetin-3-O-beta-D-glucopyranoside
3188,[],quercetin-3-O-rutinoside
3189,[Compound(440917)],d-limonene
3190,[],oxathiane
3191,[],piperitenon
3192,[],piperiton oxide
3193,[],tripal
3194,[],alkaloids
3195,[],alkaloids
3196,[],alkaloids
3197,[],Alkaloids
3198,[],Leucoanthocyanin
3199,[],alkaloids
3200,[],6-methoxy-acacetin-8-C-?-glucoside
3201,[Compound(5280443)],apigenin
3202,[],chryseriol-7-O-rhamnoside
3203,[Compound(92157)],lupeol acetate
3204,[Compound(5280633)],neochlorogenic acid
3205,[Compound(5280343)],quercetin
3206,[],quercetin-3-O-rutinoside
3207,[Compound(5281691)],rhamnetin
3208,[],rhamnetin-3-O-rutinoside
3209,[],?-amyrin
3210,[],?-amyrin
3211,[],?-sitosterol
3212,[],?-sitosterol-3-O-glucoside
3213,[],alpha-acetyl-amyrin
3214,[Compound(5481969)],cyclomorusin
3215,[],eudraflavone B hydroperoxide
3216,[Compound(6450924)],kuwanon S
3217,[Compound(5275227)],leachianone G
3218,[Compound(5319892)],moralbanone
3219,[Compound(190453)],mulberroside C
3220,[Compound(5481968)],oxydihydromorusin
3221,[Compound(29435)],1-deoxynojirimycin
3222,[Compound(73038179)],2-O-alpha-D-galactopyranosyl-1-deoxynojirimycin
3223,[Compound(71080)],D-alpha-alanine
3224,[Compound(83887)],D-aspartic acid
3225,[],dausterol
3226,[Compound(72259)],fagomine
3227,[Compound(5280863)],kaempferol
3228,[Compound(145742)],L-proline
3229,[Compound(102075690)],multicaulisin
3230,[Compound(892)],myo-inositol
3231,[Compound(5280343)],quercetin
3232,[],quercetin-7-O-beta-D-glucoside
3233,[Compound(5280460)],scopoletin
3234,[],alkaloids
3235,"[Compound(5281520), Compound(23204), Compound(6508206), Compound(5318101), Compound(94936725), Compound(134687947)]",alpha-caryophyllene
3236,[Compound(6654)],alpha-pinene
3237,[Compound(1742210)],caryophyllene oxide
3238,"[Compound(92231), Compound(522266), Compound(6432640), Compound(13854255), Compound(97032059)]",spathulenol
3239,[Compound(71725435)],bisgerayafoline A
3240,[Compound(71725436)],bisgerayafoline B
3241,[Compound(71725437)],bisgerayafoline C
3242,[],Alkaloides
3243,[Compound(5320945)],"3,5,4'-trihydroxy-7,3'-dimethoxyflavone"
3244,[],"3,5,4'-trihydroxy-7-methoxyflavone"
3245,[Compound(222284)],beta-sitosterol
3246,[],chrysoerio
3247,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
3248,[Compound(370)],gallic acid
3249,[],gallic acid ethylester
3250,[Compound(5280863)],kaempferol
3251,[Compound(5280343)],quercetin
3252,[Compound(6325794)],quercetin-3-O-alpha-L-rhamnopyranoside
3253,[Compound(5281691)],rhamnetin
3254,[Compound(222284)],beta-sitosterol
3255,[Compound(689043)],caffeic acid
3256,[Compound(1794427)],chlorogenic acid
3257,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
3258,[],luteolin-7-O-beta-D-glucopyranoside
3259,[Compound(5280343)],quercetin
3260,[Compound(11968848)],quercetin-3-O-alpha-D-arabinofuranoside
3261,[Compound(44259270)],quercetin-3-O-alpha-D-arabinopyranoside
3262,[],quercetin-3-O-beta-D-glucopyranoside
3263,[Compound(5280445)],luteolin
3264,[Compound(222284)],beta-sitosterol
3265,[Compound(3314)],eugenol
3266,[Compound(101182651)],markhamioside F
3267,[],nepatanol
3268,[Compound(190749)],nepedinol
3269,[],netidiol
3270,[Compound(10494)],oleanolic acid
3271,[Compound(10281)],thymoquinone
3272,[Compound(64945)],ursolic acid
3273,"[Compound(5281517), Compound(10407)]",(E)-beta-farnesene
3274,[Compound(5281553)],(E)-beta-ocimene
3275,[Compound(2758)],"1,8-cineole"
3276,[Compound(161367)],"4aalpha,7alpha,7aalpha-nepetalactone"
3277,[Compound(12311119)],"4aalpha,7beta,7aalpha-nepetalactone"
3278,[Compound(14896)],beta-pinene
3279,[],dihydro
3280,[Compound(442430)],epinepetalactone
3281,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
3282,"[Compound(11073784), Compound(12313200)]",neonepetalactone
3283,[Compound(92770)],Nepetalactone
3284,[],nervilifordin A
3285,[Compound(44179423)],nervilifordin B
3286,[Compound(44179424)],nervilifordin C
3287,[Compound(44179499)],nervilifordin D
3288,[Compound(44179500)],nervilifordin E
3289,[],alkaloids
3290,[],nicotphenol A
3291,[],nicotphenol B
3292,[],nicotphenol C
3293,[Compound(102469409)],Nigelloside A
3294,[Compound(102469410)],Nigelloside B
3295,[Compound(102469411)],Nigelloside C
3296,[Compound(102469412)],Nigelloside D
3297,[Compound(72201752)],fuzitine
3298,[Compound(12116700)],Nigeglanine
3299,"[Compound(73296), Compound(71464054), Compound(267360), Compound(121241172), Compound(137795128), Compound(118701055), Compound(129316806), Compound(129629004)]",alpha-hederin
3300,[Compound(10364)],carvacrol
3301,[Compound(398941)],dithymoquinone
3302,[Compound(11402337)],nigellicine
3303,[Compound(136828302)],nigellidine
3304,[],Nigellidine 4-O-sulfite
3305,[Compound(95779)],thymohydroquinone
3306,[Compound(6989)],thymol
3307,[Compound(10281)],thymoquinone
3308,[],(S)-naringenin 5-O-beta-D-glucoside
3309,[],24-methylenecholesterol palmitate
3310,[],"2S,3S,4S-trihydroxypentanoic acid"
3311,[],"4alpha-methyl-5alpha-ergosta-7,24(28)-diene-3beta,4beta-diol"
3312,[Compound(7478)],4-methoxybenzoic acid
3313,[Compound(222284)],beta-sitosterol
3314,"[Compound(9852570), Compound(13747834)]",beta-sitosterol palmitate
3315,[Compound(13250)],ethyl gallate
3316,[Compound(370)],gallic acid
3317,[Compound(5318659)],isosalipurposide
3318,[],kaempferol 3-O-(3''-O-acetyl)-alpha-L-rhamnoside
3319,[Compound(5282102)],kaempferol 3-O-beta-D-glucoside
3320,[],myricetin 3-O-(3''-O-acetyl)-alpha-L-rhamnoside
3321,"[Compound(5281673), Compound(138911127)]",myricetin 3-O-alpha-L-rhamnoside
3322,"[Compound(5318606), Compound(138911134)]",myricetin 3-O-beta-D-glucoside
3323,"[Compound(932), Compound(439246), Compound(667495)]",naringenin
3324,[Compound(637542)],p-coumaric acid
3325,[],quercetin 3-O-(3''-O-acetyl)-alpha-L-rhamnoside
3326,[Compound(5280459)],quercetin 3-O-alpha-L-rhamnoside
3327,"[Compound(5280804), Compound(25203368)]",quercetin 3-O-beta-D-glucoside
3328,[Compound(5280863)],kaempferol
3329,[],kaempferol 3-O-(2''-O-galloylrutinoside)
3330,[Compound(5316673)],kaempferol 3-O-alpha-l-rhamnopyranoside
3331,[],kaempferol 3-O-alpha-l-rhamnopyranosylglucopyranoside
3332,[Compound(5282102)],kaempferol 3-O-beta-D-glucopyranoside
3333,[],kaempferol 7-O-beta-D-glucopyranoside 3-(O-alpha-l-rhamnopyranosylglucopyranoside)
3334,[Compound(5281672)],myricetin
3335,[],myricetin 3'-O-beta-D-xylopyranoside
3336,[Compound(5280343)],quercetin
3337,"[Compound(5320861), Compound(135397965)]",quercetin 3-O-beta-D-xylopyranoside
3338,[],icariside E
3339,[Compound(5316673)],kaempferol 3-O-alpha-l-rhamnopyranoside
3340,[],myricetin 3-O-(6' '-O-acetyl)-beta-d-galactopyranoside
3341,[Compound(5491408)],myricetin 3-O-beta-d-galactopyranoside
3342,[Compound(5281673)],myricitrin
3343,[Compound(10030557)],nymphaeoside A
3344,[],quercetin 3-O-(6' '-O-acetyl)-beta-d-galactopyranoside
3345,"[Compound(5280459), Compound(40486293)]",quercetin 3-O-alpha-l-rhamnopyranoside
3346,[Compound(44559882)],"15,16-dihydro-16-hydroperoxyplukenetione"
3347,[],mammea A/AA cyclo F
3348,[Compound(15223665)],mammea A/AB cyclo D
3349,[Compound(21579161)],mammea A/AB cyclo F
3350,[Compound(5319254)],mammea A/AC cyclo F
3351,[],mammea A/AD cyclo D
3352,[Compound(44559918)],ochrocarpin A
3353,[Compound(10387413)],ochrocarpin B
3354,[Compound(11742055)],ochrocarpin C
3355,[Compound(44559858)],ochrocarpin D
3356,[Compound(10250876)],ochrocarpin E
3357,[Compound(10388861)],ochrocarpin F
3358,[Compound(10343524)],ochrocarpin G
3359,[Compound(10347061)],ochrocarpinone A
3360,[Compound(10459280)],ochrocarpinone B
3361,[Compound(10256066)],ochrocarpinone C
3362,[],Alkaloids
3363,[],Leucoanthocyanin
3364,[],"(8'Z)-1,3-dihydroxy-5-[14'-(3' ',5' '-dihydroxyphenyl)-8'-tetradecen-1'-yl]benzene"
3365,[],"(8'Z)-1,3-dihydroxy-5-[16'-(3' ',5' '-dihydroxyphenyl)-8'-hexadecen-1'-yl]benzene"
3366,[Compound(643740)],oncostemonol A
3367,[Compound(11755009)],oncostemonol B
3368,[Compound(10389903)],oncostemonol C
3369,[Compound(11744712)],oncostemonol D
3370,[Compound(11755018)],oncostemonol E
3371,[Compound(10346796)],oncostemonol F
3372,[Compound(10345751)],oncostemonol G
3373,[Compound(10322409)],oncostemonol H
3374,[],7-dihy-droxy-6-methyl-3-(4'-hydroxybenzyl) chroman-4-one
3375,[Compound(222284)],beta-sitosterol
3376,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
3377,[Compound(119245)],dioscin
3378,[Compound(99474)],diosgenin
3379,[Compound(5793)],glucose
3380,[],"kaempferol-3-O-(6""-acetyl) -beta-D-glucopyranosides"
3381,[],"kaempferol-3-O-(6""-tigloyl) -beta-D-glucopyranosides"
3382,[],kaempferol-3-O-beta-D-glucopyranosides
3383,[Compound(5280445)],luteolin
3384,[Compound(4483248)],ophiopogonin C'
3385,[Compound(10494)],oleanolic acid
3386,[],origanol A
3387,[],origanol B
3388,[Compound(68972)],triacontanol
3389,[Compound(64945)],ursolic acid
3390,[],?-sitosterol
3391,[Compound(222284)],beta-sitosterol
3392,[Compound(689043)],caffeic acid
3393,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
3394,[Compound(6251)],D-mannitol
3395,[Compound(8768)],protocatechuic aldehyde
3396,[Compound(1110)],succinic acid
3397,[],alkaloids
3398,[Compound(46224641)],floralginsenoside Ta
3399,[Compound(46224642)],floralginsenoside Tb
3400,[Compound(46224643)],floralginsenoside Tc
3401,[Compound(46224646)],floralginsenoside Td
3402,[],ginsenoside F
3403,[],ginsenoside F
3404,[],floralginsenoside Ka
3405,[],floralginsenoside Kb
3406,[],floralginsenoside Kc
3407,"[Compound(102050355), Compound(131751696)]",ginsenoside I
3408,[Compound(101717751)],ginsenoside II
3409,[],ginsenoside Rb
3410,[],majoroside F
3411,[],vinaginsenoside R
3412,[],chikusetsusaponin FK1
3413,[],chikusetsusaponin FK2
3414,[],chikusetsusaponin FK3
3415,[],chikusetsusaponin FK4
3416,[],chikusetsusaponin FK5
3417,[],chikusetsusaponin FK6
3418,[],chikusetsusaponin FK7
3419,[Compound(13909684)],chikusetsusaponin Iva
3420,[],chikusetsusaponin L10
3421,[],chikusetsusaponin L5
3422,[Compound(11815492)],chikusetsusaponin V
3423,[Compound(131750987)],chikusetsusaponin VI
3424,[Compound(23652175)],floralquinquenoside E
3425,[Compound(12912363)],ginsenoside Rb3
3426,[Compound(12855889)],ginsenoside Rc
3427,[Compound(441921)],ginsenoside Re
3428,[Compound(441923)],ginsenoside Rg1
3429,[Compound(441934)],notoginsenoside R1
3430,[],pseudo-ginsenoside RS1
3431,[],24(R)-ginsenoside Rg3
3432,[],24(R)-pseudoginsenoside RT5
3433,[Compound(135928657)],F11
3434,[Compound(441923)],ginsenoside Rg1
3435,[],notoginsenoside K
3436,"[Compound(85352630), Compound(101130267)]",notoginsenoside L
3437,"[Compound(85316219), Compound(101130268)]",notoginsenoside M
3438,"[Compound(85238297), Compound(101717750)]",notoginsenoside N
3439,[],Rb1
3440,[],Rb2
3441,[],Rc
3442,"[Compound(7009612), Compound(9817433)]",Rd
3443,[Compound(23947)],Re
3444,[Compound(6451129)],notoginsenoside A
3445,"[Compound(10558182), Compound(85185256), Compound(101704407)]",notoginsenoside B
3446,"[Compound(85194545), Compound(101704408)]",notoginsenoside C
3447,"[Compound(85176170), Compound(101704409)]",notoginsenoside D
3448,"[Compound(101704411), Compound(131751046)]",notoginsenoside E
3449,[],notoginsenoside F
3450,"[Compound(10350931), Compound(85118596)]",notoginsenoside G
3451,[Compound(101704412)],notoginsenoside H
3452,"[Compound(85043960), Compound(101704413)]",notoginsenoside I
3453,"[Compound(85212136), Compound(101704414)]",notoginsenoside J
3454,[Compound(9651)],galanthamine
3455,"[Compound(443723), Compound(24721122)]",lycoramine
3456,[Compound(72378)],lycorine
3457,[Compound(11185307)],maritidine
3458,[],"N-methyl-8,9-methylenedioxy-6-phenanthridone"
3459,[],"N-methyl-8,9-methylenedioxyphenanthridine"
