INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,INCHIKEY,SMILES,INCHI_STRING,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,QC_LEVEL,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,TOXVAL_DATA,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MS_READY_SMILES,QSAR_READY_SMILES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,IRIS_LINK,PPRTV_LINK,WIKIPEDIA_ARTICLE,QC_NOTES,ACTOR_REPORT,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DRRWBCNQOKKKOL-UHFFFAOYSA-N,InChIKey,DTXSID30176904,Eupatilin,DRRWBCNQOKKKOL-UHFFFAOYSA-N,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O,"InChI=1S/C18H16O7/c1-22-12-5-4-9(6-14(12)23-2)13-7-10(19)16-15(25-13)8-11(20)18(24-3)17(16)21/h4-8,20-21H,1-3H3",C18H16O7,344.0896029,Public_Medium,-,-,-,-,-,-,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O,47,94,-,-,-,Y,Loaded based on no conflicts with this data in chemid and pubchem,Y,46.5586,486.219,0.000033037,1.459,0.835,1.39637E-06,243.957,219.423,0.344,0.000477529,-,-,5.04661E-05,-,1.04713E-09,0.000288403,1.74123E-11,60.3935,3.35539,403.907,1.17946E-11,0.156509,9.39125,539.829,2.9302,201.724,7.30249E-08,2.87218E-05
IQPNAANSBPBGFQ-UHFFFAOYSA-N,InChIKey,DTXSID4074988,Luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",C15H10O6,286.047738,Public_High,-,-,-,-,-,-,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,1188,245,-,-,-,Y,SRS/ChemID matched; SRS trust index 2,Y,10.5196,465.468,8.91251E-06,1.658,0.726,2.15278E-06,251.706,306.732,0.49,0.00555904,-,-,5.06991E-05,43.5512,2.69153E-10,0.000859014,1.78683E-11,4.93467,44.3869,380.15,1.21437E-10,0.295473,9.40105,388.553,2.52897,280.774,1.6974E-09,0.00041816
VPDZRSSKICPUEY-JEPMYXAXSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CRPUJAZIXJMDBK-UHFFFAOYSA-N,Indigo InChIKey,DTXSID8026488,Camphene,CRPUJAZIXJMDBK-UHFFFAOYSA-N,CC1(C)C2CCC(C2)C1=C,"InChI=1/C10H16/c1-7-8-4-5-9(6-8)10(7,2)3/h8-9H,1,4-6H2,2-3H3",C10H16,136.1252005,DSSTox_High,6.57E-06,Y,-,Y,2.1,9/429,CC1(C)C2CCC(C2)C1=C,CC1(C)C2CCC(C2)C1=C,68,114,27,-,-,Y,racemic mixture of d and l forms,Y,540.754,155.068,3.91742E-05,0.875,0.776,2.89068E-05,37.914,51.243,-,0.0363078,28.742,111.855,0.000210863,1.43219,5.39511,0.000100693,5.33254E-11,947.968,4.73389,159.16,0.0602424,9.09149,4.47666,2663.67,4.21778,52.2012,2.5268,3.28699E-05
BAVONGHXFVOKBV-UHFFFAOYSA-N,Indigo InChIKey,DTXSID3024736,Carveol,BAVONGHXFVOKBV-UHFFFAOYSA-N,CC(=C)C1CC=C(C)C(O)C1,"InChI=1/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3",C10H16O,152.1201151,DSSTox_High,1.00E-04,Y,-,Y,0.85,2/235,CC(=C)C1CC=C(C)C(O)C1,CC(=C)C1CC=C(C)C(O)C1,29,95,-,-,-,Y,-,Y,10.3514,223.913,1.61808E-05,0.946,0.864,3.60579E-05,88.067,28.332,0.156,0.0110154,30.203,135.804,0.000677641,10.2565,0.0599791,0.00383707,1.91675E-10,8.46705,2.92325,227.974,5.10477E-07,0.0786929,7.36671,226.618,3.11786,35.413,0.0135592,0.0107378
ULDHMXUKGWMISQ-UHFFFAOYSA-N,Indigo InChIKey,DTXSID8047426,dl-Carvone,ULDHMXUKGWMISQ-UHFFFAOYSA-N,CC(=C)C1CC=C(C)C(=O)C1,"InChI=1/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3",C10H14O,150.1044651,DSSTox_High,4.20E-06,Y,-,Y,0.75,3/400,CC(=C)C1CC=C(C)C(=O)C1,CC(=C)C1CC=C(C)C(=O)C1,226,121,15,-,-,Y,-,Y,4.62381,224.341,0.000011995,0.954,0.797,3.70681E-05,83.119,35.358,0.198,0.0108893,34.201,-,-,-,0.155955,0.00486407,1.64966E-10,10.3952,3.48034,230.229,0.000329157,0.0911839,5.05726,213.171,2.36204,8.78191,0.103175,0.00873173
UWHRPSXEBAXLDR-GMTAPVOTSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RGACABDFLVLVCT-CMDGGOBGSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XMGQYMWWDOXHJM-UHFFFAOYSA-N,Indigo InChIKey,DTXSID2029612,Limonene,XMGQYMWWDOXHJM-UHFFFAOYSA-N,CC(=C)C1CCC(C)=CC1,"InChI=1/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",C10H16,136.1252005,DSSTox_Low,3.35E-04,Y,-,Y,0.92,4/433,CC(=C)C1CCC(C)=CC1,CC(=C)C1CCC(C)=CC1,1005,160,4265,-,-,Y,-,Y,523.87,170.51,8.31764E-06,0.84,0.75,9.33254E-06,47.49,-54.53,0.27,0.0354813,26.36,118.65,0.000131826,1.25893,2.5704,0.000107152,1.71014E-10,247.895,2.93262,175.173,0.022543,4.07303,4.3111,2297,4.51408,-85.0459,1.5412,9.09154E-05
CDOSHBSSFJOMGT-UHFFFAOYSA-N,Indigo InChIKey,DTXSID7025502,Linalool,CDOSHBSSFJOMGT-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C=C,"InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",C10H18O,154.1357652,DSSTox_High,7.31E-05,Y,-,Y,0.23,1/433,CC(C)=CCCC(C)(O)C=C,CC(C)=CCCC(C)(O)C=C,519,164,3810,-,-,Y,-,Y,13.8038,206.399,4.87528E-05,0.843,0.878,7.09578E-05,76.963,0.74,-0.02,0.0106414,25.51,136.976,0.000632412,3.8815,0.0588844,0.00739605,1.60031E-10,7.72706,3.34141,197.653,2.13141E-05,0.108886,6.50035,137.653,2.97116,-23.845,0.159296,0.0102464
UAHWPYUMFXYFJY-UHFFFAOYSA-N,InChIKey,DTXSID6025692,Myrcene,UAHWPYUMFXYFJY-UHFFFAOYSA-N,CC(C)=CCCC(=C)C=C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",C10H16,136.1252005,DSSTox_Low,6.67E-05,Y,-,Y,2.67,23/860,CC(C)=CCCC(=C)C=C,CC(C)=CCCC(=C)C=C,141,119,19,-,-,Y,-,Y,388.15,154.691,4.0738E-06,0.759,0.788,4.84172E-06,37.731,-63.241,-,0.0382825,23.544,127.131,8.14704E-05,0.6223,3.52371,0.000117761,2.14935E-10,237.317,3.36511,167.06,0.0369239,1.7641,4.52395,235.516,4.17027,-62.1609,2.02385,4.04753E-05
YLYBTZIQSIBWLI-UHFFFAOYSA-N,InChIKey,DTXSID8044202,Octyl acetate,YLYBTZIQSIBWLI-UHFFFAOYSA-N,CCCCCCCCOC(C)=O,"InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-12-10(2)11/h3-9H2,1-2H3",C10H20O2,172.1463299,DSSTox_High,4.01E-04,Y,-,Y,0.47,2/428,CCCCCCCCOC(C)=O,CCCCCCCCOC(C)=O,16,117,1,-,-,Y,-,Y,41.4954,210.495,0.000146893,0.882,0.693,2.83792E-05,80.705,-37.753,0.059,0.00887156,26.793,139.667,9.61612E-05,1.62555,0.128529,0.000372392,1.13075E-11,28.9661,4.93184,208.74,0.000239543,2.2067,5.06313,550.175,4.07928,-40.5074,0.171675,0.000321257
HFPZCAJZSCWRBC-UHFFFAOYSA-N,InChIKey,DTXSID3026645,p-Cymene,HFPZCAJZSCWRBC-UHFFFAOYSA-N,CC(C)C1=CC=C(C)C=C1,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",C10H14,134.1095505,DSSTox_Low,2.60E-05,Y,-,Y,1.06,9/851,CC(C)C1=CC=C(C)C=C1,CC(C)C1=CC=C(C)C=C1,223,144,19,-,Y,Y,-,Y,415.911,175.943,2.47172E-05,0.868,0.668,8.16582E-05,54.867,-50.272,-,0.0232809,28.026,123.106,0.000200909,1.47231,1.47911,0.000462381,1.50605E-11,536.408,5.95526,176.649,0.00797231,1.1219,4.30931,1947.76,4.10598,-67.9752,0.357852,0.000202071
RUMOYJJNUMEFDD-UHFFFAOYSA-N,Indigo InChIKey,DTXSID6051855,Perillaldehyde,RUMOYJJNUMEFDD-UHFFFAOYSA-N,CC(=C)C1CCC(C=O)=CC1,"InChI=1/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3",C10H14O,150.1044651,DSSTox_High,1.60E-05,Y,-,Y,-,-,CC(=C)C1CCC(C=O)=CC1,CC(=C)C1CCC(C=O)=CC1,29,77,-,-,-,Y,-,Y,-,224.253,8.14704E-06,0.939,0.767,1.79473E-05,80.085,-0.227,0.237,0.0147911,-,127.938,5.05825E-05,2.21309,0.103753,0.00240991,1.38356E-10,26.2209,3.53647,239.848,0.000052522,0.869123,5.05443,155.921,3.12608,14.2727,0.278764,0.012117
WTXBCFKGCNWPLS-UHFFFAOYSA-N,Indigo InChIKey,DTXSID4051740,[4-(Prop-1-en-2-yl)cyclohex-1-en-1-yl]methyl acetate,WTXBCFKGCNWPLS-UHFFFAOYSA-N,CC(=O)OCC1=CCC(CC1)C(C)=C,"InChI=1/C12H18O2/c1-9(2)12-6-4-11(5-7-12)8-14-10(3)13/h4,12H,1,5-8H2,2-3H3",C12H18O2,194.1306798,DSSTox_Low,7.82E-06,Y,-,Y,-,-,CC(=O)OCC1=CCC(CC1)C(C)=C,CC(=O)OCC1=CCC(CC1)C(C)=C,-,35,-,-,-,-,-,Y,23.3346,245.268,1.25026E-05,0.94,0.73,8.57038E-06,93.265,33.693,0.034,0.0140281,30.555,134.086,8.89201E-05,3.95367,0.0178649,0.000559758,1.6508E-10,19.1713,4.4394,239.933,0.000367393,0.708206,5.82142,123.71,3.52703,-6.16365,0.0374004,0.0113102
HKZQJZIFODOLFR-UHFFFAOYSA-N,InChIKey,DTXSID10883402,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethylidene)-",HKZQJZIFODOLFR-UHFFFAOYSA-N,CC(C)=C1CCC(C)=CC1=O,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h6H,4-5H2,1-3H3",C10H14O,150.1044651,Public_Low,-,-,-,Y,-,-,CC(C)=C1CCC(C)=CC1=O,CC(C)=C1CCC(C)=CC1=O,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.22319E-11,9.50052,5.32166,235.857,0.000694428,0.0907505,5.2725,403.304,2.73082,12.7301,0.151322,0.012385
FQEXRDMYDXBXEO-UHFFFAOYSA-N,InChIKey,DTXSID90333970,"p-Mentha-1,5-dien-8-ol",FQEXRDMYDXBXEO-UHFFFAOYSA-N,CC1=CCC(C=C1)C(C)(C)O,"InChI=1S/C10H16O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-6,9,11H,7H2,1-3H3",C10H16O,152.1201151,Public_Low,1.04E-05,Y,-,-,-,-,CC1=CCC(C=C1)C(C)(C)O,CC1=CCC(C=C1)C(C)(C)O,-,13,-,-,-,-,-,-,31.1172,227.617,5.94292E-05,0.943,0.875,0.000146555,86.605,58.76,0.037,0.013122,29.19,133.232,0.0011324,6.26614,0.0767362,0.0149968,1.86207E-10,8.74097,2.53286,225.398,2.80657E-06,0.0796031,6.95215,92.0805,2.6595,41.2545,0.0208172,0.00695012
MKPMHJQMNACGDI-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRMCCTDTYSRUBE-BGPZULBFSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UWHRPSXEBAXLDR-VWYCJHECSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRWFGVWFFZKLTI-UHFFFAOYSA-N,Indigo InChIKey,DTXSID4026501,alpha-Pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N,CC1=CCC2CC1C2(C)C,"InChI=1/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",C10H16,136.1252005,DSSTox_High,6.33E-07,Y,-,Y,0.7,3/427,CC1=CCC2CC1C2(C)C,CC1=CCC2CC1C2(C)C,544,113,161,-,-,Y,-,Y,1127.2,161.622,4.54988E-05,0.881,0.836,8.07235E-06,48.869,-29.27,0.05,0.0274157,28.774,114.426,0.000199526,1.6788,7.97995,0.00061235,5.38055E-11,336.514,7.18821,163.035,0.133474,3.32387,4.4445,2660.91,4.82559,-59.6218,4.71177,1.84611E-05
WUOACPNHFRMFPN-VIFPVBQESA-N,InChIKey,DTXSID60884429,"3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-, (1R)-",WUOACPNHFRMFPN-VIFPVBQESA-N,CC1=CC[C@@H](CC1)C(C)(C)O,"InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3/t9-/m0/s1",C10H18O,154.1357652,Public_Low,3.24E-06,Y,-,Y,-,-,CC1=CCC(CC1)C(C)(C)O,CC1=CCC(CC1)C(C)(C)O,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.9782E-11,9.17552,2.66041,219.067,2.23645E-06,0.118183,7.15546,186.165,2.98107,37.1122,0.0422332,0.00545271
XCYJPXQACVEIOS-UHFFFAOYSA-N,InChIKey,DTXSID2060206,m-Cymene,XCYJPXQACVEIOS-UHFFFAOYSA-N,CC(C)C1=CC(C)=CC=C1,"InChI=1S/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3",C10H14,134.1095505,DSSTox_High,6.32E-06,Y,-,Y,-,-,CC(C)C1=CC(C)=CC=C1,CC(C)C1=CC(C)=CC=C1,4,84,3,-,-,-,-,Y,352.371,172.759,2.79254E-05,0.868,0.665,8.01678E-05,50.765,-52.703,-,0.0209894,28.127,122.815,0.000218776,1.56315,1.46555,0.00054325,1.22742E-11,536.408,5.0415,176.649,0.00796001,1.17435,4.30931,746.807,4.49444,-67.9752,1.70247,0.00023576
UAHWPYUMFXYFJY-UHFFFAOYSA-N,InChIKey,DTXSID6025692,Myrcene,UAHWPYUMFXYFJY-UHFFFAOYSA-N,CC(C)=CCCC(=C)C=C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",C10H16,136.1252005,DSSTox_Low,6.67E-05,Y,-,Y,2.67,23/860,CC(C)=CCCC(=C)C=C,CC(C)=CCCC(=C)C=C,141,119,19,-,-,Y,-,Y,388.15,154.691,4.0738E-06,0.759,0.788,4.84172E-06,37.731,-63.241,-,0.0382825,23.544,127.131,8.14704E-05,0.6223,3.52371,0.000117761,2.14935E-10,237.317,3.36511,167.06,0.0369239,1.7641,4.52395,235.516,4.17027,-62.1609,2.02385,4.04753E-05
WTARULDDTDQWMU-UHFFFAOYSA-N,Indigo InChIKey,DTXSID7027049,beta-Pinene,WTARULDDTDQWMU-UHFFFAOYSA-N,CC1(C)C2CC1C(=C)CC2,"InChI=1/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3",C10H16,136.1252005,DSSTox_High,3.40E-07,Y,-,Y,0.0,0/238,CC1(C)C2CC1C(=C)CC2,CC1(C)C2CC1C(=C)CC2,223,112,62,-,-,Y,-,Y,851.138,162.069,0.000041783,0.871,0.787,6.3387E-06,39.793,-36.71,-0.016,0.030903,29.844,112.703,0.000180302,2.0893,7.09578,0.000127644,7.9187E-11,392.024,24.2705,159.16,0.0610123,5.06878,4.47666,2663.8,4.16124,-60.6036,2.89732,2.71895E-05
YKFLAYDHMOASIY-UHFFFAOYSA-N,InChIKey,DTXSID6041210,gamma-Terpinene,YKFLAYDHMOASIY-UHFFFAOYSA-N,CC(C)C1=CCC(C)=CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3",C10H16,136.1252005,DSSTox_Low,7.68E-05,Y,-,Y,1.41,6/426,CC(C)C1=CCC(C)=CC1,CC(C)C1=CCC(C)=CC1,137,89,4,-,-,Y,-,Y,615.177,175.722,9.61612E-06,0.862,0.771,1.44544E-05,50.352,-36.778,-,0.0326588,25.417,119.244,0.000116145,1.06414,1.8578,8.37529E-05,1.77297E-10,224.08,4.6535,182.929,0.0257845,3.29029,4.31894,2303.64,4.49936,-11.8227,1.08969,6.38243E-05
XMGQYMWWDOXHJM-UHFFFAOYSA-N,Indigo InChIKey,DTXSID2029612,Limonene,XMGQYMWWDOXHJM-UHFFFAOYSA-N,CC(=C)C1CCC(C)=CC1,"InChI=1/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",C10H16,136.1252005,DSSTox_Low,3.35E-04,Y,-,Y,0.92,4/433,CC(=C)C1CCC(C)=CC1,CC(=C)C1CCC(C)=CC1,1005,160,4265,-,-,Y,-,Y,523.87,170.51,8.31764E-06,0.84,0.75,9.33254E-06,47.49,-54.53,0.27,0.0354813,26.36,118.65,0.000131826,1.25893,2.5704,0.000107152,1.71014E-10,247.895,2.93262,175.173,0.022543,4.07303,4.3111,2297,4.51408,-85.0459,1.5412,9.09154E-05
WUOACPNHFRMFPN-UHFFFAOYSA-N,Indigo InChIKey,DTXSID5026625,alpha-Terpineol,WUOACPNHFRMFPN-UHFFFAOYSA-N,CC1=CCC(CC1)C(C)(C)O,"InChI=1/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3",C10H18O,154.1357652,DSSTox_High,2.21E-06,Y,-,Y,0.42,1/238,CC1=CCC(CC1)C(C)(C)O,CC1=CCC(CC1)C(C)(C)O,135,170,212,-,-,Y,-,Y,20.96,223.67,0.00025704,0.92,0.87,0.000136458,86.34,70.39,0.04,0.018197,30.67,130.81,0.000891251,6.91831,0.0467735,0.00562341,7.9782E-11,9.17552,2.66041,219.067,2.23645E-06,0.118183,7.15546,186.165,2.98107,37.1122,0.0422332,0.00545271
TXFPEBPIARQUIG-UHFFFAOYSA-N,InChIKey,DTXSID0029133,4-Hydroxyacetophenone,TXFPEBPIARQUIG-UHFFFAOYSA-N,CC(=O)C1=CC=C(O)C=C1,"InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3",C8H8O2,136.0524295,DSSTox_Low,7.14E-05,Y,-,Y,3.98,17/427,CC(=O)C1=CC=C(O)C=C1,CC(=O)C1=CC=C(O)C=C1,58,201,-,-,-,Y,-,Y,4.43609,244.024,9.24698E-05,1.176,0.427,0.000260615,102.496,90.505,0.105,0.0077983,40.167,151.682,0.000765597,7.31139,0.0199526,0.0360579,3.63797E-12,7.19455,3.72115,287.026,1.98902E-09,0.159669,7.78065,53.6562,1.35151,109.449,0.00032368,0.0731599
YQUVCSBJEUQKSH-UHFFFAOYSA-N,InChIKey,DTXSID4021212,"3,4-Dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,OC(=O)C1=CC(O)=C(O)C=C1,"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",C7H6O4,154.0266087,DSSTox_Low,8.33E-07,Y,-,Y,0.0,0/235,OC(=O)C1=CC(O)=C(O)C=C1,OC(=O)C1=CC(O)=C(O)C=C1,593,218,-,-,-,Y,-,Y,1.05196,312.949,0.000327341,1.519,0.46,0.000542001,199.12,210.327,0.148,0.0136773,-,-,0.00377572,-,3.0761E-06,0.0716143,3.67455E-12,5.37821,4.9147,239.449,1.18978E-10,0.109247,7.89129,51.3424,0.860561,157.178,9.9258E-06,0.0491093
LNTHITQWFMADLM-UHFFFAOYSA-N,InChIKey,DTXSID0020650,Gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,OC(=O)C1=CC(O)=C(O)C(O)=C1,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",C7H6O5,170.0215233,DSSTox_Low,2.66E-07,Y,-,Y,19.57,46/235,OC(=O)C1=CC(O)=C(O)C(O)=C1,OC(=O)C1=CC(O)=C(O)C(O)=C1,3082,237,9,-,-,Y,-,Y,0.516416,340.003,0.000337287,1.621,0.319,0.000451856,219.763,234.958,0.143,0.0164059,-,-,0.00184502,-,2.54097E-07,0.0756833,3.67045E-12,4.82766,11.4824,304.082,4.22937E-11,0.10897,8.18129,58.9846,0.69942,186.569,3.4417E-09,0.069363
NGSWKAQJJWESNS-ZZXKWVIFSA-N,InChIKey,DTXSID30901076,(2E)-3-(4-Hydroxyphenyl)-2-propenoic acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,OC(=O)\C=C\C1=CC=C(O)C=C1,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",C9H8O3,164.0473441,DSSTox_High,-,-,-,Y,-,-,OC(=O)C=CC1=CC=C(O)C=C1,OC(=O)C=CC1=CC=C(O)C=C1,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.37119E-11,4.16714,3.5587,270.699,8.03596E-09,0.120437,7.92059,155.024,1.4589,152.137,1.91334E-06,0.28629
WKOLLVMJNQIZCI-UHFFFAOYSA-N,InChIKey,DTXSID6059522,Vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,COC1=CC(=CC=C1O)C(O)=O,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",C8H8O4,168.0422587,Public_High,4.04E-07,Y,-,Y,-,-,COC1=CC(=CC=C1O)C(O)=O,COC1=CC(=CC=C1O)C(O)=O,646,180,-,-,-,Y,SRS/ChemID matched; SRS trust index 3,Y,1.36458,303.344,0.000542001,1.419,0.645,0.000579429,184.858,177.339,0.025,0.00570164,-,-,0.00519996,-,2.93765E-06,0.0501187,8.51195E-12,4.66436,3.53709,260.466,1.19911E-10,0.12623,7.83944,52.6747,1.42602,211.899,1.59425E-07,0.00891889
MBNGWHIJMBWFHU-UHFFFAOYSA-N,InChIKey,DTXSID80199966,Diosmetin,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3",C16H12O6,300.0633881,Public_Medium,1.28E-07,Y,-,Y,-,-,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,65,168,-,-,-,Y,Loaded based on no conflicts with this data in chemid and pubchem,Y,13.4276,460.352,1.50661E-05,1.536,0.859,1.66725E-06,233.641,266.689,0.199,0.00215774,-,-,5.32108E-05,56.6239,1.0666E-09,0.000522396,1.3849E-11,44.83,6.94683,399.134,1.57614E-10,0.315179,9.26984,296.944,3.09805,253.512,1.47573E-09,0.000210434
WKUHPOMCLBLCOV-MIUGBVLSSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGXBRUKMWQGOIE-WZBLMQSHSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
